194|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_6.qsub|1619496987.7281587|1:ppn=8:ac|jhwon1015
195|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_7.qsub|1619496987.8303242|1:ppn=8:ac|jhwon1015
196|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_8.qsub|1619496987.9468565|1:ppn=8:ac|jhwon1015
197|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_9.qsub|1619496988.053049|1:ppn=8:ac|jhwon1015
198|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_10.qsub|1619496988.155911|1:ppn=8:ac|jhwon1015
199|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_11.qsub|1619496988.2646418|1:ppn=8:ac|jhwon1015
200|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_12.qsub|1619496988.371207|1:ppn=8:ac|jhwon1015
201|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_13.qsub|1619496988.4739287|1:ppn=8:ac|jhwon1015
202|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_14.qsub|1619496988.5782428|1:ppn=8:ac|jhwon1015
203|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_15.qsub|1619496988.6811845|1:ppn=8:ac|jhwon1015
204|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_16.qsub|1619496988.7855265|1:ppn=8:ac|jhwon1015
205|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_17.qsub|1619496988.8858354|1:ppn=8:ac|jhwon1015
206|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_18.qsub|1619496988.9925694|1:ppn=8:ac|jhwon1015
207|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set1|MS1_19.qsub|1619496989.1280644|1:ppn=8:ac|jhwon1015
208|/home/users/jhwon1015/KOLON/0426/tg/15th_ori_set2|MS1_1.qsub|1619496989.255245|1:ppn=8:ac|jhwon1015
